COUNTRY,POSITION HOLDER,NAME OF THE ISSUER,ISIN,NET SHORT POSITION,"DATE POSITION WAS CREATED, CHANGED OR CANCELLED"
UNITED KINGDOM,Lansdowne Partners Limited,Ophir Engergy Plc,GB00B24CT194,1.80%,2013-02-11
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,Optos Plc,GB00B0WHW246,0.53%,2012-12-11
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,Optos Plc,GB00B0WHW246,0.65%,2012-12-18
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,Optos Plc,GB00B0WHW246,0.72%,2012-12-20
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,Optos Plc,GB00B0WHW246,0.80%,2013-01-04
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,Optos Plc,GB00B0WHW246,1.00%,2013-01-08
UNITED KINGDOM,OLD MUTUAL ASSET MANAGERS (UK) LTD,Optos Plc,GB00B0WHW246,1.10%,2013-02-12
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,PACE PLC,GB0006672785,3.55%,2012-11-01
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,PACE PLC,GB0006672785,3.83%,2012-11-15
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,PACE PLC,GB0006672785,3.97%,2012-11-16
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,PACE PLC,GB0006672785,4.05%,2012-11-19
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,PACE PLC,GB0006672785,4.12%,2012-11-20
UNITED KINGDOM,Lansdowne Partners Limited,Pearson PLC,GB0006776081,0.50%,2013-01-23
UNITED KINGDOM,Lansdowne Partners Limited,Pearson PLC,GB0006776081,0.61%,2013-01-24
UNITED KINGDOM,"Morton Holdings, Inc.",Pearson Plc,GB0006776081,0.58%,2012-11-16
UNITED KINGDOM,"Morton Holdings, Inc.",Pearson Plc,GB0006776081,0.21%,2013-02-06
UNITED KINGDOM,GLG Partners LP,Petrofac Ltd,GB00B0H2K534,0.63%,2013-01-30
UNITED KINGDOM,GLG Partners LP,Petrofac Ltd,GB00B0H2K534,0.58%,2013-02-12
UNITED KINGDOM,GLG Partners LP,Petrofac Ltd,GB00B0H2K534,0.48%,2013-02-21
UNITED KINGDOM,Lansdowne Partners Limited,Petrofac Ltd,GB00B0H2K534,1.87%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Petrofac Ltd,GB00B0H2K534,1.94%,2013-02-05
UNITED KINGDOM,Lansdowne Partners Limited,Petrofac Ltd,GB00B0H2K534,2.00%,2013-02-07
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.81%,2012-11-01
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.90%,2012-12-05
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.00%,2012-12-10
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.99%,2013-01-09
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.87%,2013-01-18
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.78%,2013-01-23
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.83%,2013-01-31
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,0.99%,2013-02-05
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.03%,2013-02-06
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.11%,2013-02-11
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.27%,2013-02-14
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.37%,2013-02-15
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.45%,2013-02-18
UNITED KINGDOM,Oxford Asset Management,Petropavlovsk Plc,GB0031544546,1.50%,2013-02-21
UNITED KINGDOM,UBS O'Connor Limited,PETROPAVLOVSK PLC,GB0031544546,0.51%,2013-02-12
UNITED KINGDOM,UBS O'Connor Limited,PETROPAVLOVSK PLC,GB0031544546,0.41%,2013-02-13
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Playtech Limited,IM00B7S9G985,0.77%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",PLAYTECH LIMITED,IM00B7S9G985,0.69%,2012-12-11
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Playtech Limited,IM00B7S9G985,0.59%,2013-01-17
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Playtech Limited,IM00B7S9G985,0.60%,2013-01-18
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Playtech Limited,IM00B7S9G985,0.59%,2013-01-24
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Playtech Limited,IM00B7S9G985,0.49%,2013-02-05
UNITED KINGDOM,Tremblant Capital LP,PLAYTECH LIMITED,IM00B7S9G985,0.59%,2012-11-01
UNITED KINGDOM,Tremblant Capital LP,PLAYTECH LTD,IM00B7S9G985,0.48%,2013-02-08
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",PREMIER FARNELL PLC,GB0003318416,0.51%,2012-12-12
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",PREMIER FARNELL PLC,GB0003318416,0.61%,2012-12-19
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",PREMIER FARNELL PLC,GB0003318416,0.59%,2013-01-07
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Premier Farnell plc,GB0003318416,0.48%,2013-01-22
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,PREMIER FARNELL PLC,GB0003318416,0.75%,2012-12-04
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,PREMIER FARNELL PLC,GB0003318416,0.66%,2012-12-12
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,PREMIER FARNELL PLC,GB0003318416,0.58%,2012-12-17
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,PREMIER FARNELL PLC,GB0003318416,0.48%,2012-12-21
UNITED KINGDOM,BlackRock Advisors (UK) Limited,PREMIER FOODS PLC,GB00B7N0K053,0.52%,2013-02-19
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",PREMIER FOODS PLC,GB00B7N0K053,0.64%,2013-02-20
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Premier Foods plc,GB00B7N0K053,1.41%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Premier Foods plc,GB00B7N0K053,1.52%,2013-02-05
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Premier Foods plc,GB00B7N0K053,1.60%,2013-02-11
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,PREMIER FOODS PLC,GB00B7N0K053,1.74%,2013-02-15
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,PREMIER FOODS PLC,GB00B7N0K053,1.82%,2013-02-19
UNITED KINGDOM,Ennismore Fund Management Limited,Premier Foods Plc,GB00B7NOK053,1.20%,2012-11-01
UNITED KINGDOM,Ennismore Fund Management Limited,Premier Foods Plc,GB00B7NOK053,1.36%,2013-01-31
UNITED KINGDOM,Ennismore Fund Management Limited,Premier Foods Plc,GB00B7NOK053,1.44%,2013-02-01
UNITED KINGDOM,Ennismore Fund Management Limited,Premier Foods Plc,GB00B7NOK053,1.52%,2013-02-04
UNITED KINGDOM,Ennismore Fund Management Limited,Premier Foods Plc,GB00B7NOK053,1.63%,2013-02-18
UNITED KINGDOM,Oxford Asset Management,Premier Foods plc,GB00B7N0K053,1.09%,2012-12-10
UNITED KINGDOM,Oxford Asset Management,Premier Foods plc,GB00B7N0K053,0.99%,2013-01-03
UNITED KINGDOM,Oxford Asset Management,Premier Foods plc,GB00B7N0K053,1.02%,2013-02-18
UNITED KINGDOM,Sothic Capital Management LLP,Premier Foods Plc,GB00B7N0K053,0.59%,2012-11-01
UNITED KINGDOM,Sothic Capital Management LLP,Premier Foods Plc,GB00B7N0K053,0.40%,2012-12-20
UNITED KINGDOM,Lansdowne Partners Limited,Provident Financial PLC,GB00B1Z4ST84,2.59%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Prudential PLC,GB0007099541,0.85%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Prudential PLC,GB0007099541,0.94%,2012-12-18
UNITED KINGDOM,Lansdowne Partners Limited,Prudential PLC,GB0007099541,1.03%,2012-12-20
UNITED KINGDOM,Dalton Strategic Partnership LLP,PureCircle LTD,BMG7300G1096,3.32%,2012-11-01
UNITED KINGDOM,Dalton Strategic Partnership LLP,PureCircle LTD,BMG7300G1096,2.98%,2012-11-26
UNITED KINGDOM,Dalton Strategic Partnership LLP,Purecircle LTD,BMG7300G1096,2.78%,2012-11-27
UNITED KINGDOM,Dalton Strategic Partnership LLP,Purecircle LTD,BMG7300G1096,2.16%,2012-11-28
UNITED KINGDOM,Dalton Strategic Partnership LLP,Purecircle LTD,BMG7300G1096,1.53%,2012-11-29
UNITED KINGDOM,Dalton Strategic Partnership LLP,Purecircle LTD,BMG7300G1096,1.46%,2013-01-29
UNITED KINGDOM,Dalton Strategic Partnership LLP,Purecircle LTD,BMG7300G1096,1.52%,2013-02-05
UNITED KINGDOM,Dalton Strategic Partnership LLP,Purecircle LTD,BMG7300G1096,1.39%,2013-02-22
UNITED KINGDOM,Ennismore Fund Management Limited,PureCircle LTD,BMG7300G1096,1.10%,2012-11-01
UNITED KINGDOM,Ennismore Fund Management Limited,PureCircle LTD,BMG7300G1096,1.07%,2012-11-26
UNITED KINGDOM,Ennismore Fund Management Limited,PureCircle Ltd,BMG7300G1096,0.93%,2012-11-28
UNITED KINGDOM,Ennismore Fund Management Limited,PureCircle Ltd,BMG7300G1096,0.00%,2012-11-29
UNITED KINGDOM,"Teton Capital Partners, L.P.",Pursuit Dynamics PLC,GB0030310964,0.70%,2012-11-01
UNITED KINGDOM,"Teton Capital Partners, L.P.",Pursuit Dynamics PLC,GB0030310964,0.00%,2012-11-13
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,PZ Cussons Plc,GB00B19Z1432,0.57%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,QINETIQ GROUP PLC,GB00B0WMWD03,0.51%,2012-12-31
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,QinetiQ Group plc,GB00B0WMWD03,0.49%,2013-02-05
UNITED KINGDOM,"YA Global Master SPV, Ltd",Red Rock Resources PLC,GB00B0CQLF79,0.58%,2012-12-19
UNITED KINGDOM,"YA Global Master SPV, Ltd",Red Rock Resources PLC,GB00B0CQLF79,0.69%,2012-12-20
UNITED KINGDOM,"YA Global Master SPV, Ltd",Red Rock Resources PLC,GB00B0CQLF79,0.79%,2012-12-21
UNITED KINGDOM,"YA Global Master SPV, Ltd",Red Rock Resources PLC,GB00B0CQLF79,0.00%,2012-12-27
UNITED KINGDOM,"YA Global Master SPV, Ltd",Red Rock Resources PLC,GB00B0CQLF79,0.66%,2013-01-22
UNITED KINGDOM,"YA Global Master SPV, Ltd",Red Rock Resources PLC,GB00B0CQLF79,0.70%,2013-01-23
UNITED KINGDOM,CQS (UK) LLP,Reed Elsevier Plc,GB00B2B0DG97,0.64%,2012-11-01
UNITED KINGDOM,CQS (UK) LLP,Reed Elsevier Plc,GB00B2B0DG97,0.58%,2012-11-08
UNITED KINGDOM,CQS (UK) LLP,Reed Elsevier Plc,GB00B2B0DG97,0.49%,2012-12-13
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,REED ELSEVIER PLC,GB00B2B0DG97,0.59%,2012-11-01
UNITED KINGDOM,Elliott Management Corporation,REED ELSEVIER PLC,GB00B2B0DG97,0.60%,2012-11-15
UNITED KINGDOM,Elliott Management Corporation,REED ELSEVIER PLC,GB00B2B0DG97,0.58%,2013-01-09
UNITED KINGDOM,Meditor Capital Management Limited,Reed Elsevier PLC,GB00B2B0DG97,0.87%,2012-11-01
UNITED KINGDOM,OVS Capital Management LLP,Reed Elsevier PLC,GB00B2B0DG97,0.53%,2012-11-01
UNITED KINGDOM,OVS Capital Management LLP,Reed Elsevier PLC,GB00B2B0DG97,0.49%,2012-12-03
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,1.11%,2012-11-05
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,0.00%,2012-11-07
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,0.87%,2012-11-28
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,0.92%,2012-11-29
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,1.05%,2012-11-30
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,1.10%,2012-12-03
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,0.00%,2012-12-05
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,0.56%,2012-12-21
UNITED KINGDOM,"YA Global Master SPV, Ltd",Regency Mines PLC,GB00B0CQLF79,0.00%,2012-12-27
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",RENTOKIL INITIAL PLC,GB00B082RF11,0.50%,2012-12-06
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",RENTOKIL INITIAL PLC,GB00B082RF11,0.48%,2013-01-07
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Rentokil Initial PLC,GB00B082RF11,0.58%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Rentokil Initial PLC,GB00B082RF11,0.43%,2012-11-09
UNITED KINGDOM,Man Investments Ltd,Rockhopper Exploration,GB00B0FVQX23,0.52%,2012-12-12
UNITED KINGDOM,Man Investments Ltd,Rockhopper Exploration,GB00B0FVQX23,0.49%,2013-01-08
UNITED KINGDOM,Oxford Asset Management,Rockhopper Exploration,GB00B0FVQX23,0.88%,2012-11-01
UNITED KINGDOM,Oxford Asset Management,Rockhopper Exploration,GB00B0FVQX23,0.91%,2012-12-06
UNITED KINGDOM,Oxford Asset Management,Rockhopper Exploration,GB00B0FVQX23,1.01%,2012-12-14
UNITED KINGDOM,Oxford Asset Management,Rockhopper Exploration,GB00B0FVQX23,1.11%,2013-01-02
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,RPS Group plc,GB0007594764,0.67%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,RPS GROUP PLC,GB0007594764,0.70%,2012-11-20
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,RPS Group plc,GB0007594764,0.69%,2013-01-17
UNITED KINGDOM,GLG Partners LP,Sage Group Plc,GB0008021650,0.63%,2012-11-01
UNITED KINGDOM,GLG Partners LP,Sage Group Plc,GB0008021650,0.57%,2012-11-15
UNITED KINGDOM,GLG Partners LP,Sage Group Plc,GB0008021650,0.39%,2012-11-16
UNITED KINGDOM,GLG Partners LP,Sage Group Plc,GB0008021650,0.50%,2013-02-08
UNITED KINGDOM,GLG Partners LP,Sage Group Plc,GB0008021650,0.45%,2013-02-15
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,0.60%,2013-01-09
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,0.78%,2013-01-11
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,0.83%,2013-01-14
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,0.90%,2013-01-16
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,1.01%,2013-01-30
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,1.20%,2013-02-01
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,1.32%,2013-02-05
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,1.44%,2013-02-08
UNITED KINGDOM,Lansdowne Partners Limited,Sainsbury (J) PLC,GB00B019KW72,1.55%,2013-02-12
UNITED KINGDOM,"Pelham Long Short Master Fund Limited   ",Sainsbury (j) plc,GB00B019KW72,0.77%,2012-10-31
UNITED KINGDOM,QUANTATATIVE LTD,SAN LEON,IE00B3CLK236,0.52%,2013-01-07
UNITED KINGDOM,QUANTATATIVE LTD,SAN LEON,IE00B3CLK236,0.00%,2013-01-28
UNITED KINGDOM,"YA Global Master SPV, Ltd",Sareum Holdings PLC,GB00B02RFS12,0.55%,2012-12-03
UNITED KINGDOM,"YA Global Master SPV, Ltd",Sareum Holdings PLC,GB00B02RFS12,0.67%,2012-12-04
UNITED KINGDOM,"YA Global Master SPV, Ltd",Sareum Holdings PLC,GB00B02RFS12,0.00%,2012-12-05
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Savills plc,GB00B135BJ46,0.84%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SAVILLS PLC,GB00B135BJ46,0.72%,2012-11-20
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SAVILLS PLC,GB00B135BJ46,0.69%,2012-11-21
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Savills plc,GB00B135BJ46,0.59%,2013-01-22
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Serco Group plc,GB0007973794,1.26%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SERCO GROUP PLC,GB0007973794,1.30%,2012-11-28
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SERCO GROUP PLC,GB0007973794,1.29%,2012-12-14
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Serco Group plc,GB0007973794,1.32%,2013-01-29
UNITED KINGDOM,"Morton Holdings, Inc.",Serco Group Plc,GB0007973794,0.97%,2012-11-01
UNITED KINGDOM,"Morton Holdings, Inc.",Serco Group Plc,GB0007973794,0.71%,2012-12-20
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,SERCO GROUP PLC,GB0007973794,0.59%,2012-11-01
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,SERCO GROUP PLC,GB0007973794,0.44%,2012-12-05
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SIG PLC,GB0008025412,0.68%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SIG PLC,GB0008025412,0.59%,2012-11-14
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SIG PLC,GB0008025412,0.47%,2012-11-21
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Smiths Group plc,GB00B1WY2338,0.58%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SMITHS GROUP PLC,GB00B1WY2338,0.49%,2013-02-06
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Spectris plc,GB0003308607,0.92%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Spectris plc,GB0003308607,0.75%,2012-11-09
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",SPECTRIS PLC,GB0003308607,0.65%,2012-11-28
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",SPECTRIS PLC,GB0003308607,0.56%,2013-01-14
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Spectris plc,GB0003308607,0.39%,2013-01-24
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Spirent Communications plc,GB0004726096,0.50%,2012-11-13
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.62%,2012-11-21
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.70%,2013-02-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.67%,2013-02-18
UNITED KINGDOM,GLG Partners LP,Spirent Communications Plc,GB0004726096,0.67%,2012-11-01
UNITED KINGDOM,GLG Partners LP,Spirent Communications Plc,GB0004726096,0.01%,2012-11-09
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.52%,2012-11-30
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,SPIRENT COMMUNICATIONS PLC,GB0004726096,0.52%,2013-01-21
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,1.18%,2012-11-01
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.57%,2012-12-05
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.30%,2013-01-07
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.77%,2013-01-09
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.67%,2013-01-14
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.59%,2013-01-15
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.49%,2013-01-25
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.58%,2013-02-05
UNITED KINGDOM,Basso Holdings Ltd.,Sportingbet PLC,GB0009516252,0.00%,2013-02-13
UNITED KINGDOM,BNP PARIBAS SA,Sportingbet PLC,GB0009516252,0.69%,2012-11-01
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.71%,2012-11-07
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.84%,2012-12-10
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.34%,2012-12-27
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.51%,2013-01-29
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.36%,2013-02-05
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.80%,2013-02-13
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.65%,2013-02-14
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.52%,2013-02-18
UNITED KINGDOM,BNP PARIBAS SA ,Sportingbet PLC,GB0009516252,0.11%,2013-02-19
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,Sportingbet PLC,GB0009516252,0.69%,2012-11-30
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,Sportingbet PLC,GB0009516252,0.39%,2012-12-05
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,Sportingbet PLC,GB0009516252,1.57%,2013-01-31
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,Sportingbet PLC,GB0009516252,1.87%,2013-02-04
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,Sportingbet PLC,GB0009516252,0.00%,2013-02-13
UNITED KINGDOM,GLG Partners LP,Sportingbet Plc,GB0009516252,1.76%,2012-11-01
UNITED KINGDOM,GLG Partners LP,Sportingbet Plc,GB0009516252,1.68%,2012-11-23
UNITED KINGDOM,GLG Partners LP,Sportingbet Plc,GB0009516252,0.19%,2013-01-16
UNITED KINGDOM,Lazard Asset Management LLC,Sportingbet PLC,GB0009516252,1.41%,2012-11-01
UNITED KINGDOM,Lazard Asset Management LLC,Sportingbet PLC,GB0009516252,1.31%,2012-11-27
UNITED KINGDOM,Lazard Asset Management LLC,Sportingbet PLC,GB0009516252,1.27%,2012-12-04
UNITED KINGDOM,Lazard Asset Management LLC,Sportingbet plc,GB0009516252,0.70%,2013-01-31
UNITED KINGDOM,Lazard Asset Management LLC,Sportingbet plc,GB0009516252,0.00%,2013-02-01
UNITED KINGDOM,Polygon Global Partners LLP,Sportingbet PLC,GB0009516252,0.64%,2012-11-01
UNITED KINGDOM,Polygon Global Partners LLP,Sportingbet PLC,GB0009516252,0.57%,2012-11-28
UNITED KINGDOM,Polygon Global Partners LLP,Sportingbet PLC,GB0009516252,0.47%,2012-12-03
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,STAGECOACH GROUP PLC,GB00B6YTLS95,2.65%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,STOBART GROUP LTD,GB00B03HDJ73,1.62%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,STOBART GROUP LTD,GB00B03HDJ73,1.72%,2012-11-21
UNITED KINGDOM,GMT Capital Corp,STOBART GROUP LTD,GB00B03HDJ73,0.51%,2012-12-19
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,0.62%,2013-01-02
UNITED KINGDOM,GMT Capital Corp,STOBART GROUP LTD,GB00B03HDJ73,0.75%,2013-01-08
UNITED KINGDOM,GMT Capital Corp,STOBART GROUP LTD,GB00B03HDJ73,0.85%,2013-01-11
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,0.92%,2013-01-15
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.02%,2013-01-18
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.10%,2013-01-21
UNITED KINGDOM,GMT Capital Corp,STOBART GROUP LTD,GB00B03HDJ73,1.24%,2013-01-23
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.30%,2013-01-29
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.40%,2013-01-31
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.54%,2013-02-04
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.61%,2013-02-06
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.72%,2013-02-12
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.82%,2013-02-14
UNITED KINGDOM,GMT Capital Corp,Stobart Group Ltd,GB00B03HDJ73,1.90%,2013-02-19
UNITED KINGDOM,S.W. Mitchell Capital LLP,Stobart Group Ltd,GB00B03HDJ73,0.50%,2013-01-16
UNITED KINGDOM,S.W. Mitchell Capital LLP,Stobart Group Ltd,GB00B03HDJ73,0.65%,2013-01-17
UNITED KINGDOM,Susa Fund Management LLP,Stobart Group Ltd,GB00B03HDJ73,0.51%,2013-01-17
UNITED KINGDOM,Susa Fund Management LLP,Stobart Group Ltd,GB00B03HDJ73,0.64%,2013-02-19
UNITED KINGDOM,BG Master Fund PLC,Subsea 7 SA,LU0075646355,0.66%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Synergy Health plc,GB0030757263,0.96%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SYNERGY HEALTH PLC,GB0030757263,0.89%,2013-02-14
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SYNERGY HEALTH PLC,GB0030757263,1.05%,2013-02-18
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,SYNERGY HEALTH PLC,GB0030757263,1.12%,2013-02-20
UNITED KINGDOM,Henderson Global Investors,Synergy Health plc,GB0030757263,0.60%,2013-01-16
